time,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_dist,error_orient,computation_time,v1,v2,v3,v4,v5,v6
0.645,-0.11125861469016801,-0.4820500996612965,1.0206874773268624,-0.11133419272484413,-0.48206887855484265,1.0192969220975214,0.001392734192879526,0.001229154557345597,0.08957195281982422,-0.0015476651149193437,-0.06450932363381694,-0.07863669445074811,-0.0325021354280374,-7.824458546489433e-06,-0.10570418804582163
0.653,-0.11125261263767347,-0.481899736623672,1.0207830701865195,-0.11133419272484413,-0.48206887855484265,1.0192969220975214,0.0014979654354942442,0.0014399635011283626,0.10873961448669434,-0.0015476651149193437,-0.06450932363381694,-0.07863669445074811,-0.0325021354280374,-7.824458546489433e-06,-0.10570418804582163
0.661,-0.11124489884771517,-0.4817064912478974,1.02090592536674,-0.11133419272484413,-0.48206887855484265,1.0192969220975214,0.0016517231841577003,0.0018229692910027595,0.04255819320678711,-0.0015476651149193437,-0.06450932363381694,-0.07863669445074811,-0.0325021354280374,-7.824458546489433e-06,-0.10570418804582163
0.671,-0.11123547566998827,-0.48147042239838594,1.0210560054446456,-0.11133419272484413,-0.48206887855484265,1.0192969220975214,0.0018607173482960478,0.0023777295471097333,0.0789799690246582,-0.0015476651149193437,-0.06450932363381694,-0.07863669445074811,-0.0325021354280374,-7.824458546489433e-06,-0.10570418804582163
0.677,-0.11122434597488397,-0.48119160198399624,1.0212332647043907,-0.11133419272484413,-0.48206887855484265,1.0192969220975214,0.0021286388095236057,0.0030894162983877566,0.03385424613952637,-0.0015476651149193437,-0.06450932363381694,-0.07863669445074811,-0.0325021354280374,-7.824458546489433e-06,-0.10570418804582163
0.684,-0.11121151315261522,-0.4808701149361274,1.0214376491510875,-0.11113240546138868,-0.4809286918478771,1.0182696990306193,0.003169479018257724,0.0036358367283723433,0.048479557037353516,0.020278857000097284,0.09013460957091665,-0.04676202593602474,-0.07569466581593685,-0.008059557101770656,-0.4619294718859556
0.691,-0.11119698111218401,-0.4805060591828486,1.021669096527254,-0.11113240546138868,-0.4809286918478771,1.0182696990306193,0.003426177421610074,0.004052296545235169,0.0377659797668457,0.020278857000097284,0.09013460957091665,-0.04676202593602474,-0.07569466581593685,-0.008059557101770656,-0.4619294718859556
0.698,-0.11118075428019063,-0.4800995456190689,1.021927536331777,-0.11113240546138868,-0.4809286918478771,1.0182696990306193,0.0037509458538837245,0.0047413550968503975,0.02546238899230957,0.020278857000097284,0.09013460957091665,-0.04676202593602474,-0.07569466581593685,-0.008059557101770656,-0.4619294718859556
0.707,-0.11116283759948528,-0.4796506980727579,1.0222128898413887,-0.11113240546138868,-0.4809286918478771,1.0182696990306193,0.0041452319566471964,0.005675865457750858,0.037003278732299805,0.020278857000097284,0.09013460957091665,-0.04676202593602474,-0.07569466581593685,-0.008059557101770656,-0.4619294718859556
0.715,-0.11114323652766248,-0.4791596532672262,1.0225250701346458,-0.11113240546138868,-0.4809286918478771,1.0182696990306193,0.004608448550739381,0.006820976097825623,0.028861045837402344,0.020278857000097284,0.09013460957091665,-0.04676202593602474,-0.07569466581593685,-0.008059557101770656,-0.4619294718859556
0.724,-0.11112195703539858,-0.47862656077947846,1.0228639821184067,-0.11090082499811217,-0.4789206766957541,1.019949458338894,0.002937661044345705,0.003228656397204219,0.04039311408996582,0.025094245344277566,0.1848386543198554,-0.06395232386862695,-0.0749970440853008,-0.013979767657199956,-0.12382635092360907
0.733,-0.11109900560463307,-0.47805158299465067,1.0232295225567978,-0.11090082499811217,-0.4789206766957541,1.019949458338894,0.0033990323163617833,0.00412638460595414,0.03333759307861328,0.025094245344277566,0.1848386543198554,-0.06395232386862695,-0.0749970440853008,-0.013979767657199956,-0.12382635092360907
0.742,-0.11107438922659409,-0.47743489505654596,1.023621580102661,-0.11090082499811217,-0.4789206766957541,1.019949458338894,0.003965116627382807,0.0054714454615012904,0.06976699829101562,0.025094245344277566,0.1848386543198554,-0.06395232386862695,-0.0749970440853008,-0.013979767657199956,-0.12382635092360907
0.749,-0.11104811539966884,-0.47677668481428426,1.0240400353314696,-0.11090082499811217,-0.4789206766957541,1.019949458338894,0.004620737579909573,0.007097204378673983,0.023122310638427734,0.025094245344277566,0.1848386543198554,-0.06395232386862695,-0.0749970440853008,-0.013979767657199956,-0.12382635092360907
0.757,-0.11102019212711955,-0.47607715276508167,1.024484760777707,-0.11090082499811217,-0.4789206766957541,1.019949458338894,0.005354329562820915,0.008922934791223445,0.06196784973144531,0.025094245344277566,0.1848386543198554,-0.06395232386862695,-0.0749970440853008,-0.013979767657199956,-0.12382635092360907
0.765,-0.11099062791464553,-0.4753365119931768,1.0249556209736947,-0.11076565154285746,-0.47637988698773026,1.0218375706053553,0.0032956765385310804,0.0033796818810251546,0.0820927619934082,0.014591143686987522,0.22454646995076388,-0.10200510565131639,-0.1411631742386299,-0.009398629227534962,-1.148237376479744
0.778,-0.1109594317677923,-0.4745549881049236,1.0254524724908554,-0.11076565154285746,-0.47637988698773026,1.0218375706053553,0.00405405011683832,0.00514191670306829,0.11180686950683594,0.014591143686987522,0.22454646995076388,-0.10200510565131639,-0.1411631742386299,-0.009398629227534962,-1.148237376479744
0.785,-0.11092661318920836,-0.47373281916006915,1.0259751639834036,-0.11076565154285746,-0.47637988698773026,1.0218375706053553,0.00491452497174485,0.007259029202913538,0.04415154457092285,0.014591143686987522,0.22454646995076388,-0.10200510565131639,-0.1411631742386299,-0.009398629227534962,-1.148237376479744
0.793,-0.11089218217575073,-0.4728702555992386,1.0265235362344476,-0.11076565154285746,-0.47637988698773026,1.0218375706053553,0.005855919770726069,0.00957923952185136,0.07548737525939941,0.014591143686987522,0.22454646995076388,-0.10200510565131639,-0.1411631742386299,-0.009398629227534962,-1.148237376479744
0.799,-0.11085614921543958,-0.4719675601676485,1.0270974222044873,-0.11076565154285746,-0.47637988698773026,1.0218375706053553,0.0068660655866986135,0.012053410682084943,0.02644658088684082,0.014591143686987522,0.22454646995076388,-0.10200510565131639,-0.1411631742386299,-0.009398629227534962,-1.148237376479744
0.805,-0.11081852528426372,-0.4710250078350719,1.027696647082297,-0.11055714365310668,-0.4728724187096977,1.024033316888536,0.004111111212958465,0.005061437944405033,0.04041290283203125,0.01693930465934196,0.26391578910925967,-0.1128609108433527,-0.16428915735900804,-0.00907179125516884,-0.8174442915840353
0.823,-0.11077932184283706,-0.4700428857120799,1.0283210283381743,-0.11055714365310668,-0.4728724187096977,1.024033316888536,0.0051419927662297105,0.007595499925085483,0.15564990043640137,0.01693930465934196,0.26391578910925967,-0.1128609108433527,-0.16428915735900804,-0.00907179125516884,-0.8174442915840353
0.838,-0.11073855083290762,-0.46902149296258533,1.0289703757795396,-0.11055714365310668,-0.4728724187096977,1.024033316888536,0.006263951481923694,0.01035740858714545,0.10085344314575195,0.01693930465934196,0.26391578910925967,-0.1128609108433527,-0.16428915735900804,-0.00907179125516884,-0.8174442915840353
0.845,-0.11069622467371998,-0.46796114071271405,1.0296444916088723,-0.11054459104864808,-0.4695535331935178,1.026861187793923,0.003210215988914663,0.004696508848533887,0.013690948486328125,-0.024217208082148504,0.14382599829991402,-0.03739846302159461,-0.06487674718594241,0.004719889118701991,-1.6442512584009246
0.852,-0.11065235625823226,-0.46686215195603326,1.0303431704839605,-0.11054459104864808,-0.4695535331935178,1.026861187793923,0.004402198287174331,0.007650358930738894,0.020641088485717773,-0.024217208082148504,0.14382599829991402,-0.03739846302159461,-0.06487674718594241,0.004719889118701991,-1.6442512584009246
0.862,-0.11060695894918877,-0.46572486145516434,1.0310661995804504,-0.11054459104864808,-0.4695535331935178,1.026861187793923,0.005687243722570532,0.010790689772465004,0.09219884872436523,-0.024217208082148504,0.14382599829991402,-0.03739846302159461,-0.06487674718594241,0.004719889118701991,-1.6442512584009246
0.871,-0.11056004657504963,-0.4645496156398111,1.0318133586566751,-0.11054459104864808,-0.4695535331935178,1.026861187793923,0.00704012968712083,0.014065405337197587,0.05002999305725098,-0.024217208082148504,0.14382599829991402,-0.03739846302159461,-0.06487674718594241,0.004719889118701991,-1.6442512584009246
0.883,-0.11051163342577844,-0.4633367725012338,1.0325844201207421,-0.11010347518956301,-0.46438756998915076,1.0292601287862306,0.003510225261021211,0.0039062728997400955,0.08058428764343262,0.001134992225402572,0.27865556530972635,-0.03937534576120527,-0.18970022128778877,0.00021150235017053723,-0.01455423431243221
0.89,-0.11046173424848946,-0.46208670148320147,1.0333791490998603,-0.11010347518956301,-0.46438756998915076,1.0292601287862306,0.0047316671247104765,0.00689834855756949,0.025433063507080078,0.001134992225402572,0.27865556530972635,-0.03937534576120527,-0.18970022128778877,0.00021150235017053723,-0.01455423431243221
0.897,-0.11041036424295549,-0.4607997833694559,1.0341973035118834,-0.11010347518956301,-0.46438756998915076,1.0292601287862306,0.0061108172932250755,0.010332470358742935,0.05423140525817871,0.001134992225402572,0.27865556530972635,-0.03937534576120527,-0.18970022128778877,0.00021150235017053723,-0.01455423431243221
0.907,-0.11035753905697782,-0.45947641016772117,1.0350386341390523,-0.11010347518956301,-0.46438756998915076,1.0292601287862306,0.0075878299501859255,0.013964354393064328,0.05699777603149414,0.001134992225402572,0.27865556530972635,-0.03937534576120527,-0.18970022128778877,0.00021150235017053723,-0.01455423431243221
0.914,-0.11030327478161986,-0.4581169849902944,1.0359028847039076,-0.11010347518956301,-0.46438756998915076,1.0292601287862306,0.009137087188305712,0.017736196817573824,0.02102947235107422,0.001134992225402572,0.27865556530972635,-0.03937534576120527,-0.18970022128778877,0.00021150235017053723,-0.01455423431243221
0.922,-0.11024758794630554,-0.4567219219312536,1.0367897919473552,-0.10973646259763385,-0.4585017990713811,1.033085045244273,0.00414178221180225,0.004103461835013156,0.03393983840942383,0.06178647004466365,0.44684057546571193,-0.14334041203865877,-0.2882532618338061,-0.030022487400615305,0.14609445061476467
0.928,-0.11019049551378433,-0.45529164594032095,1.0376990857088568,-0.10973646259763385,-0.4585017990713811,1.033085045244273,0.005639201931356966,0.0076765317953668005,0.00860452651977539,0.06178647004466365,0.44684057546571193,-0.14334041203865877,-0.2882532618338061,-0.030022487400615305,0.14609445061476467
0.938,-0.11013201487496428,-0.4538265926934186,1.0386304890087246,-0.10973646259763385,-0.4585017990713811,1.033085045244273,0.007264018366258262,0.011648266811803648,0.03513002395629883,0.06178647004466365,0.44684057546571193,-0.14334041203865877,-0.2882532618338061,-0.030022487400615305,0.14609445061476467
0.952,-0.11007216384361447,-0.4523272084599578,1.0395837181324903,-0.10973646259763385,-0.4585017990713811,1.033085045244273,0.008970563742222683,0.015795014188684592,0.10412836074829102,0.06178647004466365,0.44684057546571193,-0.14334041203865877,-0.2882532618338061,-0.030022487400615305,0.14609445061476467
0.963,-0.11001096065093882,-0.45079394996690103,1.0405584827173289,-0.10959405256819799,-0.45238320821016204,1.0379588853817519,0.0030752984278549027,0.00396131825193333,0.09882926940917969,0.004688334066072393,0.3014212833889544,-0.05747055569803311,-0.15021996395484088,-0.0008952488868132757,0.03890729445543464
0.972,-0.10994842394002274,-0.4492272842596382,1.041554485840505,-0.10959405256819799,-0.45238320821016204,1.0379588853817519,0.004797267733788159,0.008222828314459732,0.03333568572998047,0.004688334066072393,0.3014212833889544,-0.05747055569803311,-0.15021996395484088,-0.0008952488868132757,0.03890729445543464
0.98,-0.10988457276015416,-0.44762768855972046,1.042571424109819,-0.10959405256819799,-0.45238320821016204,1.0379588853817519,0.006631356018612568,0.0126804593064188,0.01893138885498047,0.004688334066072393,0.3014212833889544,-0.05747055569803311,-0.15021996395484088,-0.0008952488868132757,0.03890729445543464
0.993,-0.10981942656102102,-0.4459956501194936,1.0436089877560224,-0.10959405256819799,-0.45238320821016204,1.0379588853817519,0.008530846888676554,0.0172536560879226,0.10714340209960938,0.004688334066072393,0.3014212833889544,-0.05747055569803311,-0.15021996395484088,-0.0008952488868132757,0.03890729445543464
