time,target_x,target_y,target_z,actual_x,actual_y,actual_z,error_dist,computation_time,v1,v2,v3,v4,v5,v6
0.447,-0.11126543629422068,-0.48222194711429983,1.0205778747417078,-0.11126633483427863,-0.482243497798556,1.0205642556461323,2.5509196977572544e-05,0.009503602981567383,-2.1993812997225587e-07,-2.5654060441666e-06,-7.78098100092976e-08,-2.5366760889968526e-06,-6.783638201792386e-07,-2.962760919173188e-08
0.453,-0.11126286268878663,-0.48215747309680623,1.0206188639892164,-0.11126633483427863,-0.482243497798556,1.0205642556461323,0.00010195281379074982,0.009941816329956055,-2.1993812997225587e-07,-2.5654060441666e-06,-7.78098100092976e-08,-2.5366760889968526e-06,-6.783638201792386e-07,-2.962760919173188e-08
0.459,-0.11125857421745552,-0.48205003822277215,1.0206871655285656,-0.11126633483427863,-0.482243497798556,1.0205642556461323,0.0002293331067153876,0.009511470794677734,-2.1993812997225587e-07,-2.5654060441666e-06,-7.78098100092976e-08,-2.5366760889968526e-06,-6.783638201792386e-07,-2.962760919173188e-08
0.465,-0.1112525721865373,-0.481899675217901,1.020782758554445,-0.11126633483427863,-0.482243497798556,1.0205642556461323,0.00040761120983382333,0.02706599235534668,-2.1993812997225587e-07,-2.5654060441666e-06,-7.78098100092976e-08,-2.5366760889968526e-06,-6.783638201792386e-07,-2.962760919173188e-08
0.471,-0.11124485842430869,-0.4817064298842207,1.0209056139482926,-0.11126633483427863,-0.482243497798556,1.0205642556461323,0.0006367328099348031,0.011979341506958008,-2.1993812997225587e-07,-2.5654060441666e-06,-7.78098100092976e-08,-2.5366760889968526e-06,-6.783638201792386e-07,-2.962760919173188e-08
0.477,-0.11123543528045643,-0.4814703610861318,1.0210556942871656,-0.11126633483427863,-0.482243497798556,1.0205642556461323,0.0009166281123908538,0.005326509475708008,-2.1993812997225587e-07,-2.5654060441666e-06,-7.78098100092976e-08,-2.5366760889968526e-06,-6.783638201792386e-07,-2.962760919173188e-08
0.485,-0.1112243056253614,-0.48119154073247705,1.0212329538551386,-0.1112286028293847,-0.48137466934373874,1.0183611644840318,0.002877625539611933,0.03999519348144531,0.021994502681271472,0.03783216708226435,-0.06652505521295005,-0.11129918440963105,-0.006672479269741418,-0.3910216704214099
0.491,-0.11121147284922436,-0.48087005375463726,1.0214373386572302,-0.1112286028293847,-0.48137466934373874,1.0183611644840318,0.0031173350594437717,0.009712934494018555,0.021994502681271472,0.03783216708226435,-0.06652505521295005,-0.11129918440963105,-0.006672479269741418,-0.3910216704214099
0.497,-0.11119694086103325,-0.48050599808066013,1.0216687864358498,-0.1112286028293847,-0.48137466934373874,1.0183611644840318,0.003419934973020211,0.019628286361694336,0.021994502681271472,0.03783216708226435,-0.06652505521295005,-0.11129918440963105,-0.006672479269741418,-0.3910216704214099
0.503,-0.11118071408737243,-0.48009948460543067,1.021927226689762,-0.1112286028293847,-0.48137466934373874,1.0183611644840318,0.003787504337101596,0.0140380859375,0.021994502681271472,0.03783216708226435,-0.06652505521295005,-0.11129918440963105,-0.006672479269741418,-0.3910216704214099
0.509,-0.11116279747107435,-0.4796506371568914,1.0222125806955618,-0.1112286028293847,-0.48137466934373874,1.0183611644840318,0.004220192431738605,0.009777545928955078,0.021994502681271472,0.03783216708226435,-0.06652505521295005,-0.11129918440963105,-0.006672479269741418,-0.3910216704214099
0.515,-0.1111431964697139,-0.4791595924583232,1.0225247615316548,-0.1112286028293847,-0.48137466934373874,1.0183611644840318,0.004716926990059286,0.019301414489746094,0.021994502681271472,0.03783216708226435,-0.06652505521295005,-0.11129918440963105,-0.006672479269741418,-0.3910216704214099
